order_id,user_id,product_id,price,quantity,timestamp,channel
ORD044625,U02352,P014,27.46,6,2025-12-25 08:07:04.822715,Marketplace
ORD016029,U01904,P145,8.35,2,2025-10-31 19:07:04.822715,Gym Kiosk
ORD014753,U02785,P093,13.47,1,2025-06-02 16:07:04.822715,App
ORD028674,U03411,P096,27.51,2,2025-12-30 08:07:04.822715,Website
ORD049504,U04744,P013,14.25,3,2025-06-04 14:07:04.822715,Website
ORD007101,U04863,P063,180.31,2,2025-09-11 18:07:04.822715,Gym Kiosk
ORD042799,U01838,P037,42.38,3,2025-06-26 14:07:04.822715,Website
ORD041985,U03263,P098,15.0,2,2025-09-19 19:07:04.822715,Retail
ORD006721,U03325,P014,32.55,2,2026-03-28 19:07:04.822715,Website
ORD002589,U01394,P135,13.48,2,2025-09-23 13:07:04.822715,Retail
ORD004819,U00296,P026,25.85,1,2025-12-20 21:07:04.822715,Gym Kiosk
ORD048975,U04139,P014,32.55,1,2026-04-17 13:07:04.822715,Website
ORD021048,U03504,P074,28.23,2,2026-03-02 14:07:04.822715,Gym Kiosk
ORD015483,U00837,P127,80.91,6,2025-05-17 19:07:04.822715,Gym Kiosk
ORD037258,U02934,P131,188.79,2,2025-05-28 21:07:04.822715,Website
ORD021595,U02215,P043,22.5,1,2026-03-06 04:07:04.822715,Marketplace
ORD012160,U02905,P149,-21.68,-3,2026-02-06 10:07:04.822715,App
ORD040674,U03228,P072,52.04,1,2025-09-20 21:07:04.822715,Website
ORD036292,U04214,P103,27.16,2,2025-08-19 21:07:04.822715,App
ORD022636,U01878,P091,23.04,1,2025-07-26 03:07:04.822715,Retail
ORD005972,U04898,P062,14.88,5,2025-12-04 03:07:04.822715,Marketplace
ORD033862,U03124,P134,18.21,1,2026-01-22 20:07:04.822715,Gym Kiosk
ORD047802,U02633,P098,14.71,2,2025-11-23 20:07:04.822715,Gym Kiosk
ORD035996,U02485,P140,16.63,2,2025-10-20 03:07:04.822715,Retail
ORD006439,U00541,P092,7.92,2,2026-03-10 07:07:04.822715,Website
ORD032530,U02629,P135,10.78,1,2025-07-13 10:07:04.822715,Marketplace
ORD038865,U04738,P051,26.01,2,2025-11-04 19:07:04.822715,App
ORD022599,U01615,P122,27.72,3,2025-09-19 11:07:04.822715,Website
ORD040285,U03740,P084,14.5,3,2025-06-26 07:07:04.822715,App
ORD036028,U02077,P147,9.69,3,2026-02-04 17:07:04.822715,App
ORD016117,U00334,P031,5.21,2,2026-01-03 10:07:04.822715,Website
ORD003997,U03403,P002,12.22,1,2025-11-14 12:07:04.822715,Retail
ORD026693,U03794,P144,33.69,4,2025-09-12 23:07:04.822715,Marketplace
ORD017213,U01923,P128,13.11,1,2025-09-03 05:07:04.822715,App
ORD035084,U03883,P024,12.84,2,2026-02-18 15:07:04.822715,Website
ORD047889,U00227,P040,10.14,1,2025-06-29 01:07:04.822715,Gym Kiosk
ORD036661,U01071,P069,8.49,4,2025-12-22 14:07:04.822715,Gym Kiosk
ORD021212,U03784,P066,14.23,2,2026-03-29 06:07:04.822715,Marketplace
ORD011886,U01300,P013,14.87,2,2025-12-19 09:07:04.822715,Gym Kiosk
ORD019747,U04493,P106,9.72,3,2025-09-29 09:07:04.822715,App
ORD007468,U00016,P118,38.43,3,2025-07-03 10:07:04.822715,Gym Kiosk
ORD042198,U04204,P080,14.54,1,2026-01-07 12:07:04.822715,Marketplace
ORD035940,U00572,P032,9.04,2,2025-09-01 03:07:04.822715,Website
ORD010945,U04303,P039,27.08,4,2025-05-03 08:07:04.822715,Marketplace
ORD035894,U00645,P012,-10.59,-1,2025-05-27 05:07:04.822715,App
ORD021206,U01434,P108,88.1,2,2025-07-19 00:07:04.822715,Gym Kiosk
ORD038038,U00358,P126,10.08,2,2025-07-24 07:07:04.822715,Website
ORD043228,U03932,P126,10.27,1,2025-12-07 19:07:04.822715,Website
ORD002331,U01399,P037,56.61,1,2025-07-06 12:07:04.822715,Website
ORD021557,U04454,P011,16.12,2,2026-04-19 14:07:04.822715,Website
ORD015861,U04873,P051,27.71,2,2025-12-12 23:07:04.822715,Retail
ORD007244,U03495,P027,54.46,2,2025-09-24 23:07:04.822715,Marketplace
ORD002492,U01351,P103,20.13,3,2026-03-10 09:07:04.822715,Retail
ORD046941,U04883,P045,8.54,4,2025-06-26 09:07:04.822715,Marketplace
ORD041898,U01773,P057,152.77,2,2025-10-11 03:07:04.822715,Retail
ORD001449,U03484,P035,13.82,2,2026-02-03 12:07:04.822715,App
ORD005054,U00011,P090,31.78,2,2026-02-27 13:07:04.822715,Marketplace
ORD023480,U01739,P102,22.12,2,2025-11-19 04:07:04.822715,Marketplace
ORD048139,U02000,P079,24.2,1,2026-03-06 13:07:04.822715,Marketplace
ORD038831,U00675,P100,10.91,1,2026-01-02 15:07:04.822715,Website
ORD001013,U00452,P085,5955.0,2,2025-08-24 03:07:04.822715,Gym Kiosk
ORD041424,U01044,P002,11.62,3,2026-04-21 06:07:04.822715,App
ORD006638,U03425,P139,14.53,4,2025-12-28 10:07:04.822715,Marketplace
ORD046443,U00862,P060,87.68,6,2025-08-16 21:07:04.822715,App
ORD021790,U00122,P071,12.58,2,2025-07-18 20:07:04.822715,Marketplace
ORD001922,U02325,P002,11.48,2,2025-09-12 20:07:04.822715,Gym Kiosk
ORD043077,U03442,P065,19.1,1,2026-01-11 22:07:04.822715,Gym Kiosk
ORD032442,U01975,P100,14.1,2,2025-10-11 09:07:04.822715,App
ORD014574,U04923,P117,16.14,1,2025-10-07 05:07:04.822715,Retail
ORD040241,U00849,P020,32.59,2,2025-11-22 13:07:04.822715,App
ORD004566,U04610,P097,17.76,2,2025-10-27 18:07:04.822715,Website
ORD036138,U00039,P130,40.98,3,2026-04-06 22:07:04.822715,App
ORD027739,U01857,P103,27.16,1,2026-03-04 08:07:04.822715,Gym Kiosk
ORD010408,U02813,P144,33.14,5,2026-03-01 21:07:04.822715,Marketplace
ORD011747,U02608,P020,32.59,3,2025-10-29 01:07:04.822715,Retail
ORD006868,U03676,P008,12.33,2,2026-02-23 06:07:04.822715,Website
ORD045159,U04165,P141,49.88,3,2026-03-02 06:07:04.822715,Retail
ORD033278,U01550,P113,39.72,5,2026-02-18 23:07:04.822715,Gym Kiosk
ORD004060,U02399,P020,32.59,3,2025-10-27 20:07:04.822715,Website
ORD007765,U00538,P141,60.41,1,2026-04-04 15:07:04.822715,Retail
ORD041040,U01908,P097,14.72,3,2026-03-15 00:07:04.822715,Marketplace
ORD040257,U00783,P063,146.6,2,2026-02-22 19:07:04.822715,Website
ORD028158,U03405,P006,5.13,3,2025-12-13 04:07:04.822715,App
ORD017580,U01533,P010,16.34,2,2025-07-11 15:07:04.822715,Retail
ORD033341,U03991,P016,13.96,2,2025-09-28 09:07:04.822715,Marketplace
ORD045281,U00096,P034,8.62,3,2026-04-01 04:07:04.822715,App
ORD046455,U03486,P091,23.04,2,2026-01-14 19:07:04.822715,Website
ORD041961,U00251,P044,43.93,2,2026-02-27 21:07:04.822715,Marketplace
ORD018905,U02435,P110,44.66,1,2025-07-02 12:07:04.822715,App
ORD020393,U03118,P138,12.41,2,2025-05-29 03:07:04.822715,Retail
ORD046462,U03507,P048,40.29,2,2026-04-12 10:07:04.822715,Retail
ORD031884,U00148,P088,17.66,2,2025-07-10 07:07:04.822715,Website
ORD032649,U04383,P127,147.53,2,2025-04-25 09:07:04.822715,Gym Kiosk
ORD008095,U04946,P066,14.23,2,2025-05-12 14:07:04.822715,Marketplace
ORD030741,U03061,P073,12.02,2,2025-04-27 21:07:04.822715,App
ORD000664,U04454,P140,17.21,2,2025-09-23 10:07:04.822715,Gym Kiosk
ORD048201,U02911,P110,52.41,1,2026-01-26 17:07:04.822715,Website
ORD012199,U04381,P090,36.87,2,2026-04-10 03:07:04.822715,Marketplace
ORD037320,U01385,P120,21.84,1,2026-02-09 20:07:04.822715,Gym Kiosk
ORD034293,U01487,P089,4.96,3,2025-11-19 16:07:04.822715,Marketplace
ORD017567,U00403,P150,15.62,2,2025-08-28 09:07:04.822715,App
ORD018673,U00817,P036,20.98,287,2025-06-22 05:07:04.822715,Marketplace
ORD034697,U03314,P014,32.55,3,2025-06-17 19:07:04.822715,Website
ORD033622,U01926,P001,20.12,1,2026-02-10 20:07:04.822715,Marketplace
ORD022547,U04462,P021,5.69,5,2026-03-03 09:07:04.822715,App
ORD004410,U01513,P104,50.93,4,2026-02-19 13:07:04.822715,Website
ORD001293,U03242,P046,14.07,2,2025-06-19 02:07:04.822715,Gym Kiosk
ORD000990,U04736,P150,12.52,1,2025-09-02 10:07:04.822715,Retail
ORD000530,U03387,P030,7.14,3,2025-10-07 06:07:04.822715,Gym Kiosk
ORD012874,U00804,P150,14.86,2,2025-05-07 01:07:04.822715,App
ORD025061,U00499,P023,27.62,1,2026-03-10 22:07:04.822715,Gym Kiosk
ORD031308,U03631,P080,14.54,2,2025-10-12 18:07:04.822715,Retail
ORD028995,U04133,P073,12.02,3,2025-11-20 13:07:04.822715,App
ORD014716,U01145,P071,12.58,2,2025-11-04 19:07:04.822715,Website
ORD048864,U04934,P068,18.58,1,2026-02-17 11:07:04.822715,Website
ORD037916,U04212,P031,5.15,3,2025-08-06 00:07:04.822715,Website
ORD001115,U03595,P083,36.36,1,2025-09-08 07:07:04.822715,Retail
ORD042707,U02939,P037,50.04,2,2026-01-19 12:07:04.822715,Marketplace
ORD036374,U00883,P075,38.91,5,2026-01-03 22:07:04.822715,Gym Kiosk
ORD037964,U00615,P107,6.03,5,2025-07-13 03:07:04.822715,Marketplace
ORD009108,U03930,P104,59.14,1,2025-12-18 03:07:04.822715,Website
ORD028601,U02767,P039,39.5,1,2026-01-11 23:07:04.822715,Gym Kiosk
ORD015783,U04045,P041,10.88,2,2026-03-28 15:07:04.822715,App
ORD047805,U00566,P099,7.8,1,2025-06-12 01:07:04.822715,Marketplace
ORD030259,U00113,P087,-8.17,-1,2026-04-20 22:07:04.822715,Marketplace
ORD042281,U00378,P009,18.45,3,2025-11-08 02:07:04.822715,App
ORD047807,U02901,P088,17.56,2,2025-06-07 01:07:04.822715,App
ORD039470,U00148,P144,42.4,2,2025-05-05 21:07:04.822715,Marketplace
ORD035438,U03817,P149,21.68,1,2025-10-09 06:07:04.822715,App
ORD049101,U01036,P094,10.48,2,2026-01-02 08:07:04.822715,App
ORD015487,U03443,P097,14.72,2,2026-02-13 23:07:04.822715,Marketplace
ORD044841,U02433,P108,94.27,1,2025-07-12 21:07:04.822715,App
ORD040108,U00964,P149,21.68,3,2026-03-02 02:07:04.822715,Marketplace
ORD020889,U04555,P085,62.11,2,2026-03-01 16:07:04.822715,Website
ORD011796,U03583,P049,13.57,1,2025-12-31 05:07:04.822715,Website
ORD023284,U03467,P078,20.13,1,2026-04-04 06:07:04.822715,Website
ORD037139,U01485,P148,26.3,1,2025-10-13 06:07:04.822715,App
ORD045391,U02764,P036,24.75,3,2026-02-27 19:07:04.822715,Marketplace
ORD024651,U01849,P069,12.79,1,2025-05-03 20:07:04.822715,Marketplace
ORD024284,U04465,P144,0.0,1,2026-02-15 09:07:04.822715,Retail
ORD022691,U00326,P034,11.45,1,2025-05-15 01:07:04.822715,App
ORD030605,U01544,P102,35.56,1,2025-08-01 01:07:04.822715,Retail
ORD028195,U00199,P064,58.01,6,2026-03-14 03:07:04.822715,Retail
ORD033197,U00641,P058,7.03,1,2026-04-09 00:07:04.822715,App
ORD000647,U04870,P130,40.98,1,2025-12-10 20:07:04.822715,App
ORD029694,U01268,P062,24.38,1,2025-08-23 00:07:04.822715,Retail
ORD006433,U00864,P061,28.41,5,2026-04-16 03:07:04.822715,Gym Kiosk
ORD018445,U01091,P098,12.06,2,2026-03-09 16:07:04.822715,App
ORD045366,U04574,P133,55.7,3,2026-04-14 18:07:04.822715,Retail
ORD020592,U01256,P106,11.42,2,2025-11-13 11:07:04.822715,App
ORD024772,U00209,P067,8.72,2,2025-09-04 17:07:04.822715,Gym Kiosk
ORD029001,U04287,P118,45.83,2,2025-07-26 20:07:04.822715,Retail
ORD014531,U01369,P105,87.55,4,2025-12-13 04:07:04.822715,Retail
ORD040026,U04022,P048,34.94,3,2025-06-07 13:07:04.822715,Gym Kiosk
ORD022854,U03002,P064,57.95,4,2025-05-28 19:07:04.822715,Gym Kiosk
ORD013486,U04877,P037,42.38,3,2025-09-30 05:07:04.822715,Website
ORD004100,U03546,P018,9.36,6,2026-01-14 07:07:04.822715,Marketplace
ORD014620,U00367,P059,14.44,2,2025-06-10 00:07:04.822715,App
ORD047360,U04570,P017,48.05,1,2025-06-01 12:07:04.822715,Retail
ORD039277,U02536,P038,10.36,1,2025-07-13 01:07:04.822715,Website
ORD046889,U01091,P126,7.77,3,2026-01-13 15:07:04.822715,Website
ORD016795,U04335,P109,9.17,5,2025-09-27 14:07:04.822715,App
ORD016986,U03115,P095,10.03,1,2025-08-26 13:07:04.822715,Website
ORD025303,U00324,P030,7.14,2,2025-12-05 11:07:04.822715,App
ORD019998,U02929,P139,24.53,1,2025-06-27 12:07:04.822715,Retail
ORD006988,U00948,P089,6.72,1,2025-12-23 21:07:04.822715,Website
ORD013230,U03804,P137,6.83,1,2026-04-06 01:07:04.822715,Website
ORD002950,U00588,P051,28.08,2,2025-09-01 02:07:04.822715,Website
ORD022169,U00109,P091,23.04,3,2025-11-13 05:07:04.822715,App
ORD049369,U04623,P039,43.77,2,2026-01-25 10:07:04.822715,Website
ORD017351,U03888,P124,7.73,3,2025-06-18 08:07:04.822715,Gym Kiosk
ORD030562,U04187,P138,9.51,1,2026-02-18 15:07:04.822715,Marketplace
ORD003177,U04129,P098,12.06,2,2025-11-19 22:07:04.822715,Gym Kiosk
ORD026332,U01107,P010,-16.67,-1,2025-05-07 15:07:04.822715,App
ORD047112,U04727,P126,9.16,3,2025-05-02 10:07:04.822715,Gym Kiosk
ORD030091,U02361,P021,6.82,1,2026-04-16 21:07:04.822715,Website
ORD032528,U04183,P039,33.22,1,2025-12-13 06:07:04.822715,Gym Kiosk
ORD008141,U01663,P037,35.3,5,2025-07-11 17:07:04.822715,Marketplace
ORD006813,U00454,P092,6.74,2,2025-05-19 00:07:04.822715,Gym Kiosk
ORD022832,U01027,P012,13.52,1,2026-04-21 03:07:04.822715,App
ORD002606,U01088,P043,21.39,3,2026-03-01 17:07:04.822715,App
ORD001366,U01709,P015,19.83,2,2025-07-18 16:07:04.822715,Marketplace
ORD003660,U04977,P072,56.15,2,2025-07-29 02:07:04.822715,Website
ORD004369,U04635,P077,78.26,6,2026-04-13 19:07:04.822715,Retail
ORD029500,U04055,P015,19.83,1,2025-11-19 04:07:04.822715,Website
ORD011215,U02235,P140,11.48,4,2026-04-11 14:07:04.822715,Marketplace
ORD045346,U04086,P085,49.18,1,2025-11-11 10:07:04.822715,Gym Kiosk
ORD040980,U00633,P114,15.74,2,2025-06-24 22:07:04.822715,Retail
ORD047164,U03483,P145,4.89,5,2026-03-04 12:07:04.822715,Website
ORD006216,U03805,P019,161.05,2,2026-03-29 07:07:04.822715,Gym Kiosk
ORD018862,U01157,P063,-146.6,-2,2025-11-22 12:07:04.822715,Retail
ORD007667,U04571,P091,23.04,3,2025-06-30 17:07:04.822715,Gym Kiosk
ORD002611,U02590,P005,11.5,2,2025-06-14 19:07:04.822715,Marketplace
ORD022638,U00851,P036,24.75,2,2025-04-26 09:07:04.822715,Retail
ORD013232,U02859,P089,4.82,1,2025-08-11 02:07:04.822715,Retail
ORD047078,U03714,P034,8.62,3,2025-09-20 07:07:04.822715,Website
ORD041214,U01124,P100,10.91,2,2026-02-10 17:07:04.822715,Website
ORD029366,U04087,P066,14.23,2,2026-01-18 00:07:04.822715,Marketplace
ORD007146,U04723,P029,-79.5,-3,2025-11-06 09:07:04.822715,Retail
ORD041026,U02901,P119,1030.0,3,2026-03-24 08:07:04.822715,Website
ORD029324,U03261,P026,1763.0,3,2026-03-18 11:07:04.822715,Marketplace
ORD040454,U04403,P044,43.93,3,2025-06-28 04:07:04.822715,Retail
ORD008814,U00670,P081,63.14,6,2026-02-07 18:07:04.822715,Gym Kiosk
ORD000518,U01759,P034,0.0,1,2025-10-23 19:07:04.822715,Marketplace
ORD009017,U02802,P021,4.96,3,2026-02-15 12:07:04.822715,Gym Kiosk
ORD025993,U00522,P032,9.04,3,2025-04-25 09:07:04.822715,App
ORD041967,U00171,P111,8.38,2,2025-05-06 18:07:04.822715,Marketplace
ORD031310,U01221,P130,38.36,2,2026-02-17 20:07:04.822715,Marketplace
ORD029743,U03832,P122,27.96,2,2026-02-17 06:07:04.822715,App
ORD002218,U01916,P117,13.21,1,2026-04-25 11:07:04.822715,Website
ORD018586,U02410,P075,71.55,2,2025-10-23 21:07:04.822715,Retail
ORD042086,U02944,P017,48.05,2,2025-05-06 06:07:04.822715,App
ORD049938,U04658,P002,12.45,2,2025-10-26 15:07:04.822715,Marketplace
ORD027711,U01226,P027,55.1,2,2025-07-05 02:07:04.822715,Retail
ORD031033,U04051,P045,9.31,5,2025-06-21 15:07:04.822715,Gym Kiosk
ORD006851,U02857,P114,19.59,2,2025-07-13 04:07:04.822715,Marketplace
ORD039299,U01816,P017,55.26,1,2026-04-13 17:07:04.822715,Gym Kiosk
ORD004411,U02201,P077,160.84,1,2025-06-28 10:07:04.822715,Gym Kiosk
ORD007498,U00019,P095,8.59,1,2026-02-23 12:07:04.822715,Gym Kiosk
ORD047559,U03988,P147,13.26,1,2025-08-14 00:07:04.822715,Website
ORD031093,U04249,P050,24.43,2,2025-08-02 23:07:04.822715,Retail
ORD021255,U01137,P010,17.07,1,2025-07-25 20:07:04.822715,Gym Kiosk
ORD019222,U02287,P091,23.04,3,2026-02-26 15:07:04.822715,Retail
ORD031003,U00897,P030,8.25,1,2026-01-05 19:07:04.822715,Retail
ORD017096,U01746,P048,30.38,2,2026-03-11 20:07:04.822715,App
ORD045828,U01082,P014,32.55,2,2025-04-28 13:07:04.822715,App
ORD036794,U04877,P011,13.29,2,2026-01-17 16:07:04.822715,Website
ORD045356,U01962,P136,35.04,1,2026-03-14 07:07:04.822715,App
ORD038989,U04735,P116,15.68,2,2026-03-26 21:07:04.822715,Marketplace
ORD040576,U00885,P140,16.89,1,2026-04-25 11:07:04.822715,Gym Kiosk
ORD016567,U00723,P087,6.97,1,2025-06-20 20:07:04.822715,Retail
ORD037472,U03307,P113,47.5,3,2025-07-07 20:07:04.822715,Gym Kiosk
ORD027909,U03388,P056,14.02,3,2026-01-21 11:07:04.822715,Gym Kiosk
ORD011760,U03253,P047,10.03,1,2025-04-25 03:07:04.822715,Gym Kiosk
ORD016884,U01183,P139,18.65,1,2026-04-18 00:07:04.822715,Website
ORD017802,U01873,P017,48.05,3,2025-05-08 11:07:04.822715,Retail
ORD042503,U01540,P141,49.88,1,2025-09-23 16:07:04.822715,Website
