competitor_product_id,price,timestamp
COMP005,19.54,2026-03-28 20:07:07.233252
COMP006,28.81,2025-07-23 20:07:07.233252
COMP006,29.11,2025-08-02 20:07:07.233252
COMP006,27.01,2025-08-10 20:07:07.233252
COMP006,24.33,2025-08-25 20:07:07.233252
COMP006,24.62,2025-09-12 20:07:07.233252
COMP006,,2025-09-19 20:07:07.233252
COMP006,24.63,2025-11-20 20:07:07.233252
COMP006,33.86,2025-12-22 20:07:07.233252
COMP006,26.67,2026-01-24 20:07:07.233252
COMP006,26.12,2026-02-20 20:07:07.233252
COMP006,32.56,2026-03-08 20:07:07.233252
COMP006,34.28,2026-04-11 20:07:07.233252
COMP007,53.16,2025-04-30 20:07:07.233252
COMP007,41.71,2025-05-26 20:07:07.233252
COMP007,40.97,2025-08-13 20:07:07.233252
COMP007,54.73,2025-09-23 20:07:07.233252
COMP007,56.84,2026-01-19 20:07:07.233252
COMP007,,2026-01-26 20:07:07.233252
COMP007,54.9,2026-03-07 20:07:07.233252
COMP007,44.81,2026-03-07 20:07:07.233252
COMP007,,2026-03-16 20:07:07.233252
COMP007,48.77,2026-03-27 20:07:07.233252
COMP007,56.48,2026-04-13 20:07:07.233252
COMP007,48.04,2026-04-17 20:07:07.233252
COMP008,44.45,2025-05-26 20:07:07.233252
COMP008,47.39,2025-06-01 20:07:07.233252
COMP008,44.06,2025-06-08 20:07:07.233252
COMP008,36.44,2025-08-29 20:07:07.233252
COMP008,35.22,2025-08-31 20:07:07.233252
COMP008,33.82,2025-11-16 20:07:07.233252
COMP008,46.07,2025-11-17 20:07:07.233252
COMP008,,2025-12-21 20:07:07.233252
COMP008,46.56,2026-01-10 20:07:07.233252
COMP008,48.08,2026-01-26 20:07:07.233252
COMP008,36.3,2026-02-12 20:07:07.233252
COMP008,36.88,2026-04-23 20:07:07.233252
COMP009,31.5,2025-04-30 20:07:07.233252
COMP009,34.41,2025-06-02 20:07:07.233252
COMP009,42.82,2025-06-18 20:07:07.233252
COMP009,44.07,2025-07-05 20:07:07.233252
COMP009,34.05,2025-09-30 20:07:07.233252
COMP009,38.62,2025-10-05 20:07:07.233252
COMP009,38.79,2025-10-11 20:07:07.233252
COMP009,32.59,2025-11-01 20:07:07.233252
COMP009,43.73,2025-11-17 20:07:07.233252
COMP009,,2026-03-02 20:07:07.233252
COMP009,44.27,2026-03-12 20:07:07.233252
COMP009,,2026-04-22 20:07:07.233252
COMP010,47.66,2025-04-26 20:07:07.233252
COMP010,40.7,2025-05-23 20:07:07.233252
COMP010,51.63,2025-06-01 20:07:07.233252
COMP010,,2025-09-19 20:07:07.233252
COMP010,40.87,2025-11-21 20:07:07.233252
COMP010,46.97,2025-11-28 20:07:07.233252
COMP010,45.23,2025-12-05 20:07:07.233252
COMP010,36.35,2025-12-16 20:07:07.233252
COMP010,41.17,2025-12-18 20:07:07.233252
COMP010,37.58,2026-02-26 20:07:07.233252
COMP010,,2026-03-06 20:07:07.233252
COMP010,53.04,2026-03-20 20:07:07.233252
COMP011,39.81,2025-06-12 20:07:07.233252
COMP011,33.35,2025-06-28 20:07:07.233252
COMP011,,2025-07-06 20:07:07.233252
COMP011,28.49,2025-08-04 20:07:07.233252
COMP011,32.83,2025-09-07 20:07:07.233252
COMP011,28.01,2025-09-09 20:07:07.233252
COMP011,,2025-09-15 20:07:07.233252
COMP011,32.9,2025-11-22 20:07:07.233252
COMP011,37.67,2026-02-13 20:07:07.233252
COMP011,27.37,2026-02-21 20:07:07.233252
COMP011,31.19,2026-02-26 20:07:07.233252
COMP011,38.11,2026-04-02 20:07:07.233252
COMP012,27.26,2025-05-10 20:07:07.233252
COMP012,28.75,2025-06-16 20:07:07.233252
COMP012,31.59,2025-06-30 20:07:07.233252
COMP012,34.13,2025-08-08 20:07:07.233252
COMP012,28.6,2025-08-14 20:07:07.233252
COMP012,29.8,2025-09-27 20:07:07.233252
COMP012,28.31,2025-11-16 20:07:07.233252
COMP012,27.59,2025-12-21 20:07:07.233252
COMP012,34.65,2026-01-05 20:07:07.233252
COMP012,27.31,2026-02-09 20:07:07.233252
COMP012,35.04,2026-04-12 20:07:07.233252
COMP012,,2026-04-16 20:07:07.233252
COMP013,52.27,2025-07-17 20:07:07.233252
COMP013,,2025-08-16 20:07:07.233252
COMP013,,2025-08-23 20:07:07.233252
COMP013,50.85,2025-09-22 20:07:07.233252
COMP013,54.89,2025-11-18 20:07:07.233252
COMP013,,2025-12-05 20:07:07.233252
COMP013,56.68,2025-12-15 20:07:07.233252
COMP013,57.45,2025-12-31 20:07:07.233252
COMP013,59.18,2026-01-29 20:07:07.233252
COMP013,53.62,2026-02-11 20:07:07.233252
COMP013,46.62,2026-02-19 20:07:07.233252
COMP013,44.72,2026-03-11 20:07:07.233252
COMP014,36.44,2025-08-19 20:07:07.233252
COMP014,35.54,2025-09-10 20:07:07.233252
COMP014,31.01,2025-09-11 20:07:07.233252
COMP014,38.38,2025-09-25 20:07:07.233252
COMP014,29.37,2025-10-08 20:07:07.233252
COMP014,28.61,2025-10-21 20:07:07.233252
COMP014,31.74,2025-10-26 20:07:07.233252
COMP014,29.29,2025-12-31 20:07:07.233252
COMP014,30.68,2026-01-24 20:07:07.233252
COMP014,28.04,2026-01-28 20:07:07.233252
COMP014,29.21,2026-02-07 20:07:07.233252
COMP014,28.26,2026-03-18 20:07:07.233252
COMP015,13.26,2025-05-24 20:07:07.233252
COMP015,11.64,2025-06-27 20:07:07.233252
COMP015,13.73,2025-07-14 20:07:07.233252
COMP015,,2025-09-23 20:07:07.233252
COMP015,12.43,2025-09-29 20:07:07.233252
COMP015,14.85,2025-11-09 20:07:07.233252
COMP015,12.04,2025-12-07 20:07:07.233252
COMP015,13.77,2026-01-19 20:07:07.233252
COMP015,14.02,2026-03-14 20:07:07.233252
COMP015,14.17,2026-03-29 20:07:07.233252
COMP015,14.11,2026-04-15 20:07:07.233252
COMP015,10.2,2026-04-18 20:07:07.233252
COMP016,41.42,2025-05-27 20:07:07.233252
COMP016,34.18,2025-06-03 20:07:07.233252
COMP016,40.93,2025-07-04 20:07:07.233252
COMP016,38.07,2025-07-09 20:07:07.233252
COMP016,43.3,2025-07-16 20:07:07.233252
COMP016,48.32,2025-08-17 20:07:07.233252
COMP016,42.08,2025-10-27 20:07:07.233252
COMP016,37.15,2025-11-09 20:07:07.233252
COMP016,49.21,2025-12-31 20:07:07.233252
COMP016,38.29,2026-01-25 20:07:07.233252
COMP016,36.74,2026-04-16 20:07:07.233252
COMP016,39.83,2026-04-24 20:07:07.233252
COMP017,40.49,2025-05-08 20:07:07.233252
COMP017,,2025-06-01 20:07:07.233252
COMP017,50.35,2025-06-16 20:07:07.233252
COMP017,42.65,2025-07-19 20:07:07.233252
COMP017,45.18,2025-07-22 20:07:07.233252
COMP017,48.48,2025-08-27 20:07:07.233252
COMP017,36.4,2025-08-30 20:07:07.233252
COMP017,47.67,2025-09-08 20:07:07.233252
COMP017,47.25,2025-10-16 20:07:07.233252
COMP017,43.48,2025-10-23 20:07:07.233252
COMP017,36.92,2025-11-22 20:07:07.233252
COMP017,43.01,2025-12-05 20:07:07.233252
COMP018,24.32,2025-05-16 20:07:07.233252
COMP018,26.67,2025-08-09 20:07:07.233252
COMP018,18.31,2025-08-14 20:07:07.233252
COMP018,24.88,2025-08-28 20:07:07.233252
COMP018,18.28,2025-09-05 20:07:07.233252
COMP018,21.75,2025-10-04 20:07:07.233252
COMP018,24.57,2025-10-05 20:07:07.233252
COMP018,20.83,2025-10-21 20:07:07.233252
COMP018,20.64,2025-12-22 20:07:07.233252
COMP018,24.42,2026-01-12 20:07:07.233252
COMP018,20.23,2026-03-08 20:07:07.233252
COMP018,21.88,2026-03-12 20:07:07.233252
COMP019,31.47,2025-06-04 20:07:07.233252
COMP019,39.01,2025-08-17 20:07:07.233252
COMP019,30.17,2025-09-30 20:07:07.233252
COMP019,31.14,2025-11-14 20:07:07.233252
COMP019,39.84,2025-12-07 20:07:07.233252
COMP019,38.08,2025-12-19 20:07:07.233252
COMP019,35.82,2025-12-23 20:07:07.233252
COMP019,32.46,2026-01-17 20:07:07.233252
COMP019,31.71,2026-02-10 20:07:07.233252
COMP019,36.95,2026-02-18 20:07:07.233252
COMP019,37.26,2026-03-26 20:07:07.233252
COMP019,37.03,2026-04-13 20:07:07.233252
COMP020,53.86,2025-05-03 20:07:07.233252
COMP020,51.55,2025-07-02 20:07:07.233252
COMP020,49.95,2025-07-18 20:07:07.233252
COMP020,42.17,2025-07-18 20:07:07.233252
COMP020,48.38,2025-09-04 20:07:07.233252
COMP020,55.91,2025-10-12 20:07:07.233252
COMP020,45.05,2025-11-04 20:07:07.233252
COMP020,40.29,2025-11-05 20:07:07.233252
COMP020,49.67,2025-11-22 20:07:07.233252
COMP020,40.39,2026-01-26 20:07:07.233252
COMP020,39.2,2026-03-01 20:07:07.233252
COMP020,46.62,2026-03-18 20:07:07.233252
COMP021,14.88,2025-05-27 20:07:07.233252
COMP021,,2025-06-24 20:07:07.233252
COMP021,18.64,2025-06-30 20:07:07.233252
COMP021,19.64,2025-09-20 20:07:07.233252
COMP021,17.13,2025-09-26 20:07:07.233252
COMP021,18.43,2025-10-09 20:07:07.233252
COMP021,19.57,2025-10-21 20:07:07.233252
COMP021,17.22,2025-10-29 20:07:07.233252
COMP021,13.31,2025-12-28 20:07:07.233252
COMP021,19.15,2025-12-29 20:07:07.233252
COMP021,16.12,2026-01-28 20:07:07.233252
COMP021,18.69,2026-03-10 20:07:07.233252
COMP022,,2025-06-18 20:07:07.233252
COMP022,31.36,2025-07-11 20:07:07.233252
COMP022,27.55,2025-08-15 20:07:07.233252
COMP022,29.51,2025-09-02 20:07:07.233252
COMP022,25.44,2025-09-17 20:07:07.233252
COMP022,30.42,2025-09-29 20:07:07.233252
COMP022,32.16,2025-09-30 20:07:07.233252
COMP022,22.65,2025-10-03 20:07:07.233252
COMP022,23.02,2025-10-16 20:07:07.233252
COMP022,30.15,2026-01-04 20:07:07.233252
COMP022,27.03,2026-03-31 20:07:07.233252
COMP022,27.82,2026-04-10 20:07:07.233252
COMP023,17.21,2025-05-13 20:07:07.233252
COMP023,23.52,2025-05-27 20:07:07.233252
COMP023,22.41,2025-07-31 20:07:07.233252
COMP023,,2025-09-18 20:07:07.233252
COMP023,19.92,2025-10-09 20:07:07.233252
COMP023,16.87,2025-10-10 20:07:07.233252
COMP023,23.16,2025-10-25 20:07:07.233252
COMP023,,2025-11-23 20:07:07.233252
COMP023,21.77,2026-01-09 20:07:07.233252
COMP023,21.23,2026-02-05 20:07:07.233252
COMP023,21.11,2026-02-09 20:07:07.233252
COMP023,23.95,2026-03-13 20:07:07.233252
COMP024,,2025-05-28 20:07:07.233252
COMP024,15.46,2025-07-04 20:07:07.233252
COMP024,14.82,2025-07-06 20:07:07.233252
COMP024,13.66,2025-07-28 20:07:07.233252
COMP024,15.62,2025-08-03 20:07:07.233252
COMP024,15.81,2025-09-05 20:07:07.233252
COMP024,15.61,2025-09-05 20:07:07.233252
COMP024,11.33,2025-11-08 20:07:07.233252
COMP024,11.42,2025-12-20 20:07:07.233252
COMP024,13.29,2025-12-20 20:07:07.233252
COMP024,12.22,2026-02-22 20:07:07.233252
COMP024,14.08,2026-03-22 20:07:07.233252
COMP025,45.95,2025-05-24 20:07:07.233252
COMP025,35.72,2025-06-15 20:07:07.233252
COMP025,48.64,2025-07-18 20:07:07.233252
COMP025,36.07,2025-07-19 20:07:07.233252
COMP025,41.3,2025-08-02 20:07:07.233252
COMP025,39.59,2025-08-10 20:07:07.233252
COMP025,37.91,2025-10-16 20:07:07.233252
COMP025,34.05,2025-11-18 20:07:07.233252
COMP025,47.58,2025-11-24 20:07:07.233252
COMP025,42.91,2025-12-13 20:07:07.233252
COMP025,36.5,2025-12-28 20:07:07.233252
COMP025,,2026-01-18 20:07:07.233252
COMP026,18.7,2025-04-25 20:07:07.233252
COMP026,19.18,2025-05-21 20:07:07.233252
COMP026,21.01,2025-06-26 20:07:07.233252
COMP026,20.87,2025-09-10 20:07:07.233252
COMP026,,2025-11-15 20:07:07.233252
COMP026,17.55,2025-12-08 20:07:07.233252
COMP026,21.05,2025-12-19 20:07:07.233252
COMP026,19.1,2026-01-22 20:07:07.233252
COMP026,16.78,2026-02-06 20:07:07.233252
COMP026,20.51,2026-02-27 20:07:07.233252
COMP026,15.49,2026-04-12 20:07:07.233252
COMP026,,2026-04-18 20:07:07.233252
COMP027,,2025-05-02 20:07:07.233252
COMP027,37.65,2025-06-16 20:07:07.233252
COMP027,41.37,2025-06-27 20:07:07.233252
COMP027,55.52,2025-07-06 20:07:07.233252
COMP027,52.84,2025-08-22 20:07:07.233252
COMP027,41.57,2025-10-14 20:07:07.233252
COMP027,,2026-01-11 20:07:07.233252
COMP027,,2026-03-21 20:07:07.233252
COMP027,43.39,2026-04-15 20:07:07.233252
COMP027,43.61,2026-04-17 20:07:07.233252
COMP027,51.6,2026-04-20 20:07:07.233252
COMP027,43.05,2026-04-21 20:07:07.233252
COMP028,,2025-05-03 20:07:07.233252
COMP028,21.64,2025-06-04 20:07:07.233252
COMP028,23.17,2025-06-11 20:07:07.233252
COMP028,29.37,2025-07-25 20:07:07.233252
COMP028,27.3,2025-08-28 20:07:07.233252
COMP028,22.0,2025-11-08 20:07:07.233252
COMP028,28.83,2025-12-20 20:07:07.233252
COMP028,30.78,2026-01-05 20:07:07.233252
COMP028,26.68,2026-01-27 20:07:07.233252
COMP028,27.91,2026-02-06 20:07:07.233252
COMP028,24.07,2026-02-07 20:07:07.233252
COMP028,31.27,2026-03-21 20:07:07.233252
COMP029,39.81,2025-05-11 20:07:07.233252
COMP029,44.86,2025-06-15 20:07:07.233252
COMP029,,2025-06-19 20:07:07.233252
COMP029,41.14,2025-07-10 20:07:07.233252
COMP029,35.81,2025-08-02 20:07:07.233252
COMP029,50.54,2025-08-08 20:07:07.233252
COMP029,50.1,2025-09-04 20:07:07.233252
COMP029,50.44,2025-09-20 20:07:07.233252
COMP029,36.75,2025-11-15 20:07:07.233252
COMP029,,2026-02-14 20:07:07.233252
COMP029,41.16,2026-02-28 20:07:07.233252
COMP029,36.5,2026-04-02 20:07:07.233252
COMP030,25.63,2025-06-02 20:07:07.233252
COMP030,28.21,2025-06-20 20:07:07.233252
COMP030,31.76,2025-07-22 20:07:07.233252
COMP030,29.35,2025-08-03 20:07:07.233252
COMP030,34.55,2025-09-03 20:07:07.233252
COMP030,32.87,2025-09-07 20:07:07.233252
COMP030,32.8,2025-09-18 20:07:07.233252
COMP030,29.17,2025-12-25 20:07:07.233252
COMP030,29.1,2026-01-04 20:07:07.233252
COMP030,32.69,2026-02-10 20:07:07.233252
COMP030,28.14,2026-03-19 20:07:07.233252
COMP030,24.49,2026-04-03 20:07:07.233252
COMP031,36.9,2025-05-24 20:07:07.233252
COMP031,37.12,2025-05-26 20:07:07.233252
COMP031,40.51,2025-06-16 20:07:07.233252
COMP031,37.67,2025-06-22 20:07:07.233252
COMP031,34.2,2025-06-27 20:07:07.233252
COMP031,33.7,2025-07-15 20:07:07.233252
COMP031,39.12,2025-07-16 20:07:07.233252
COMP031,31.84,2025-08-26 20:07:07.233252
COMP031,41.12,2025-08-27 20:07:07.233252
COMP031,38.21,2025-09-11 20:07:07.233252
COMP031,41.45,2025-09-19 20:07:07.233252
COMP031,37.05,2026-01-01 20:07:07.233252
COMP032,43.45,2025-06-10 20:07:07.233252
COMP032,40.19,2025-07-15 20:07:07.233252
COMP032,37.65,2025-07-25 20:07:07.233252
COMP032,44.98,2025-07-26 20:07:07.233252
COMP032,46.68,2025-07-29 20:07:07.233252
COMP032,44.35,2025-07-31 20:07:07.233252
COMP032,40.63,2025-09-01 20:07:07.233252
COMP032,39.55,2025-09-15 20:07:07.233252
COMP032,43.43,2025-10-25 20:07:07.233252
COMP032,37.14,2025-11-15 20:07:07.233252
COMP032,35.21,2026-01-25 20:07:07.233252
COMP032,41.23,2026-03-07 20:07:07.233252
COMP033,17.99,2025-04-27 20:07:07.233252
COMP033,16.0,2025-06-17 20:07:07.233252
COMP033,17.96,2025-07-15 20:07:07.233252
COMP033,17.64,2025-07-17 20:07:07.233252
COMP033,13.63,2025-08-04 20:07:07.233252
COMP033,15.14,2025-09-05 20:07:07.233252
COMP033,15.79,2025-09-12 20:07:07.233252
COMP033,17.86,2025-10-27 20:07:07.233252
COMP033,19.19,2025-11-13 20:07:07.233252
COMP033,18.85,2026-01-04 20:07:07.233252
COMP033,19.72,2026-03-01 20:07:07.233252
COMP033,18.72,2026-03-27 20:07:07.233252
COMP034,36.53,2025-06-30 20:07:07.233252
COMP034,38.87,2025-07-18 20:07:07.233252
COMP034,45.84,2025-07-23 20:07:07.233252
COMP034,39.71,2025-08-24 20:07:07.233252
COMP034,50.18,2025-08-29 20:07:07.233252
COMP034,52.79,2025-11-16 20:07:07.233252
COMP034,38.97,2025-11-23 20:07:07.233252
COMP034,50.58,2026-02-26 20:07:07.233252
COMP034,42.35,2026-03-23 20:07:07.233252
COMP034,38.03,2026-03-24 20:07:07.233252
COMP034,,2026-04-06 20:07:07.233252
COMP034,49.43,2026-04-13 20:07:07.233252
COMP035,,2025-05-20 20:07:07.233252
COMP035,25.69,2025-07-16 20:07:07.233252
COMP035,22.28,2025-07-31 20:07:07.233252
COMP035,26.16,2025-08-01 20:07:07.233252
COMP035,25.12,2025-08-26 20:07:07.233252
COMP035,27.87,2025-08-28 20:07:07.233252
COMP035,22.65,2025-12-16 20:07:07.233252
COMP035,29.24,2026-01-04 20:07:07.233252
COMP035,20.81,2026-01-04 20:07:07.233252
COMP035,27.81,2026-03-12 20:07:07.233252
COMP035,24.31,2026-03-19 20:07:07.233252
COMP035,20.58,2026-04-01 20:07:07.233252
COMP036,24.18,2025-04-27 20:07:07.233252
COMP036,20.68,2025-05-10 20:07:07.233252
COMP036,,2025-06-05 20:07:07.233252
COMP036,26.6,2025-06-30 20:07:07.233252
COMP036,24.81,2025-08-07 20:07:07.233252
COMP036,19.8,2025-09-18 20:07:07.233252
COMP036,20.14,2025-09-21 20:07:07.233252
COMP036,25.05,2025-09-25 20:07:07.233252
COMP036,23.95,2025-10-08 20:07:07.233252
COMP036,22.23,2025-10-12 20:07:07.233252
COMP036,26.16,2025-12-05 20:07:07.233252
COMP036,22.15,2026-04-13 20:07:07.233252
COMP037,36.15,2025-06-13 20:07:07.233252
COMP037,43.01,2025-08-03 20:07:07.233252
COMP037,39.93,2025-09-17 20:07:07.233252
COMP037,33.21,2025-10-23 20:07:07.233252
COMP037,34.59,2025-12-12 20:07:07.233252
COMP037,42.22,2025-12-27 20:07:07.233252
COMP037,34.53,2025-12-27 20:07:07.233252
COMP037,33.09,2026-01-08 20:07:07.233252
COMP037,,2026-01-30 20:07:07.233252
COMP037,35.4,2026-02-15 20:07:07.233252
COMP037,47.91,2026-02-24 20:07:07.233252
COMP037,38.39,2026-04-14 20:07:07.233252
COMP038,11.75,2025-05-25 20:07:07.233252
COMP038,13.87,2025-06-26 20:07:07.233252
COMP038,10.94,2025-07-30 20:07:07.233252
COMP038,14.61,2025-08-16 20:07:07.233252
COMP038,15.09,2025-09-25 20:07:07.233252
COMP038,14.76,2025-10-02 20:07:07.233252
COMP038,12.54,2025-10-12 20:07:07.233252
COMP038,11.69,2025-10-22 20:07:07.233252
COMP038,12.29,2025-11-05 20:07:07.233252
COMP038,12.65,2025-12-13 20:07:07.233252
COMP038,14.44,2026-03-31 20:07:07.233252
COMP038,12.09,2026-04-24 20:07:07.233252
COMP039,50.11,2025-05-07 20:07:07.233252
COMP039,49.45,2025-07-03 20:07:07.233252
COMP039,54.45,2025-08-09 20:07:07.233252
COMP039,38.65,2025-08-30 20:07:07.233252
COMP039,38.78,2025-09-13 20:07:07.233252
COMP039,54.55,2025-11-11 20:07:07.233252
COMP039,54.4,2025-11-15 20:07:07.233252
COMP039,51.74,2025-11-19 20:07:07.233252
COMP039,45.1,2025-12-17 20:07:07.233252
COMP039,,2025-12-18 20:07:07.233252
COMP039,53.97,2026-01-18 20:07:07.233252
COMP039,46.2,2026-01-30 20:07:07.233252
COMP040,30.4,2025-05-06 20:07:07.233252
COMP040,32.98,2025-05-08 20:07:07.233252
COMP040,29.54,2025-05-24 20:07:07.233252
COMP040,23.64,2025-07-12 20:07:07.233252
COMP040,23.21,2025-07-22 20:07:07.233252
COMP040,28.41,2025-07-30 20:07:07.233252
COMP040,24.3,2025-09-04 20:07:07.233252
COMP040,24.98,2025-11-06 20:07:07.233252
COMP040,26.42,2025-12-28 20:07:07.233252
COMP040,29.78,2026-01-22 20:07:07.233252
COMP040,23.07,2026-03-08 20:07:07.233252
COMP040,27.13,2026-04-09 20:07:07.233252
COMP041,53.81,2025-04-26 20:07:07.233252
COMP041,55.41,2025-05-02 20:07:07.233252
COMP041,48.42,2025-05-15 20:07:07.233252
COMP041,50.36,2025-06-15 20:07:07.233252
COMP041,47.53,2025-10-09 20:07:07.233252
COMP041,46.79,2025-10-29 20:07:07.233252
COMP041,46.26,2025-12-21 20:07:07.233252
COMP041,,2025-12-22 20:07:07.233252
COMP041,40.17,2025-12-31 20:07:07.233252
COMP041,51.78,2026-01-10 20:07:07.233252
COMP041,50.54,2026-01-31 20:07:07.233252
COMP041,53.09,2026-02-11 20:07:07.233252
COMP042,23.84,2025-05-13 20:07:07.233252
COMP042,,2025-06-11 20:07:07.233252
COMP042,25.91,2025-07-13 20:07:07.233252
COMP042,24.59,2025-09-02 20:07:07.233252
COMP042,20.66,2025-09-27 20:07:07.233252
COMP042,18.6,2025-10-23 20:07:07.233252
COMP042,23.66,2025-11-04 20:07:07.233252
COMP042,20.52,2025-11-16 20:07:07.233252
COMP042,19.99,2026-01-10 20:07:07.233252
COMP042,26.59,2026-01-13 20:07:07.233252
COMP042,21.91,2026-04-05 20:07:07.233252
COMP042,25.04,2026-04-16 20:07:07.233252
COMP043,39.67,2025-05-05 20:07:07.233252
COMP043,32.12,2025-05-11 20:07:07.233252
COMP043,29.59,2025-05-11 20:07:07.233252
COMP043,28.52,2025-05-16 20:07:07.233252
COMP043,33.58,2025-08-16 20:07:07.233252
COMP043,30.41,2025-08-17 20:07:07.233252
COMP043,38.69,2025-08-30 20:07:07.233252
COMP043,28.25,2025-09-17 20:07:07.233252
COMP043,41.03,2025-11-01 20:07:07.233252
COMP043,32.32,2026-01-02 20:07:07.233252
COMP043,31.55,2026-01-27 20:07:07.233252
COMP043,38.84,2026-02-24 20:07:07.233252
COMP044,15.22,2025-05-09 20:07:07.233252
COMP044,18.72,2025-05-10 20:07:07.233252
COMP044,19.18,2025-07-14 20:07:07.233252
COMP044,13.48,2025-08-06 20:07:07.233252
COMP044,13.44,2025-08-20 20:07:07.233252
COMP044,17.67,2025-12-15 20:07:07.233252
COMP044,15.77,2026-01-19 20:07:07.233252
COMP044,18.03,2026-02-28 20:07:07.233252
COMP044,18.31,2026-03-01 20:07:07.233252
COMP044,17.39,2026-03-12 20:07:07.233252
COMP044,17.73,2026-03-22 20:07:07.233252
COMP044,17.44,2026-03-29 20:07:07.233252
COMP045,,2025-04-26 20:07:07.233252
COMP045,19.37,2025-05-16 20:07:07.233252
COMP045,17.02,2025-06-22 20:07:07.233252
COMP045,19.41,2025-10-09 20:07:07.233252
COMP045,23.93,2025-11-29 20:07:07.233252
COMP045,18.91,2025-12-07 20:07:07.233252
COMP045,21.09,2025-12-26 20:07:07.233252
COMP045,19.28,2026-01-08 20:07:07.233252
COMP045,18.84,2026-01-29 20:07:07.233252
COMP045,16.72,2026-02-04 20:07:07.233252
COMP045,,2026-03-02 20:07:07.233252
COMP045,17.11,2026-04-08 20:07:07.233252
COMP046,9.66,2025-06-27 20:07:07.233252
COMP046,13.73,2025-06-28 20:07:07.233252
COMP046,9.86,2025-06-29 20:07:07.233252
COMP046,,2025-08-22 20:07:07.233252
COMP046,14.24,2025-09-13 20:07:07.233252
COMP046,12.07,2025-09-18 20:07:07.233252
COMP046,10.89,2025-09-20 20:07:07.233252
COMP046,11.48,2025-09-22 20:07:07.233252
COMP046,11.3,2025-10-09 20:07:07.233252
COMP046,10.12,2026-03-10 20:07:07.233252
COMP046,13.71,2026-03-21 20:07:07.233252
COMP046,12.79,2026-03-25 20:07:07.233252
COMP047,44.33,2025-05-01 20:07:07.233252
COMP047,,2025-05-29 20:07:07.233252
COMP047,44.47,2025-05-30 20:07:07.233252
COMP047,44.34,2025-06-10 20:07:07.233252
COMP047,39.31,2025-08-25 20:07:07.233252
COMP047,,2025-09-29 20:07:07.233252
COMP047,39.49,2025-09-29 20:07:07.233252
COMP047,43.66,2025-11-02 20:07:07.233252
COMP047,40.76,2025-11-03 20:07:07.233252
COMP047,39.83,2026-02-05 20:07:07.233252
COMP047,43.75,2026-03-12 20:07:07.233252
COMP047,37.8,2026-03-12 20:07:07.233252
